ip,hostname,app,businesses,dev,own
192.168.6.71,KC-Agent-71,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.7.214,InternalFundMS-214,自有资金投资管理系统-CMF.OCI,基金-自有资金管理系统,xud,wangy2
192.168.7.220,InternalFundMS-220,自有资金投资管理系统-CMF.OCI,基金-自有资金管理系统,xud,wangy2
172.18.4.212,HSTJ1,恒生天鉴-自动化(FA),基金-恒生天鉴,liujy3&dengjl,liujy3&dengjl
172.18.4.213,HSTJ2,恒生天鉴-自动化(子公司),基金-恒生天鉴,xukw,liujy3
172.18.6.79,CMFIPRDPRT01,打印服务器,基金-文印系统,lijl2,lijl2
192.168.6.91,TingYun-Server-91,APM,APM,caiyg,caiyg
192.168.6.194,TingYun-Server-194,APM,APM,caiyg,caiyg
192.168.7.92,iReport-Server-,基金-iReport报告,基金-iReport报告,xusj&liming,lijq&caiyg&liming&xingxj
192.168.7.91,iReport-Server-,基金-iReport报告,基金-iReport报告,xusj&liming,lijq&caiyg&liming&xingxj
192.168.7.132,ZZ-sftp,资讯数据—中债,基金-资讯数据下载,,linpc
192.168.7.94,cmfoci-bankfront02,自有资金投资管理系统-CMF.OCI,基金-自有资金管理系统,xud,wangy2
192.168.7.93,cmfoci-bankfront01,自有资金投资管理系统-CMF.OCI,基金-自有资金管理系统,xud,wangy2
192.168.7.95,remotemq-server,财富-远程面签应用,财富-远程面签系统,licc,wangy2
192.168.22.147,remotemq-nginx01,财富-远程面签应用,财富-远程面签系统,licc,wangy2
192.168.2.87,remotemq-nginx02,财富-远程面签应用,财富-远程面签系统,licc,wangy2
192.168.7.96,fxqmonitor-server-96,反洗钱监控系统Web,基金-反洗钱监控系统,huangjq,ling
192.168.7.246,HRM-Server02,基金-人力资源管理,基金-人力资源管理系统,liujie,xieys&wangy2
192.168.7.230,EC-ICBC-Front,电商工行前置ICBC-Front,基金-母公司电商,yanyn,zhaolh
192.168.7.26,Dataservice-sp03,基金-DataService,Dataservice,xingxj,wangy2
172.18.9.101,cmfrtp01,基金-实时数据网关&基金-数据湖部署集群,基金-数据网关&基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.9.102,cmfrtp02,基金-实时数据网关&基金-数据湖部署集群,基金-数据网关&基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
192.168.7.24,Dataservice-sp02,基金-DataService,Dataservice,xingxj,wangy2
192.168.7.19,fundxp-rpa02,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
172.18.6.49,wavefax-rpa,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.7.17,FR-Report-Server01,基金-帆软报表,基金-帆软报表,xiaj&liming&xingxj,lijq&caiyg&liming&xingxj
192.168.2.113,FR-Report-Nginx,基金-帆软报表,基金-帆软报表,xiaj&liming&xingxj,lijq&caiyg&liming&xingxj
172.18.6.89,OTC-Fisp01,FISP前置应用,场外交易-交易网关,xiaj&huangchao&guocw,wangy2&caiyg
172.18.6.92,SQS-resin,银行间上清应用2-CMF.OTCP.SHCH2,场外交易-交易网关,huangchao,wangy2
172.18.6.93,Compliance-MobilePhone,合规手机柜,手机柜监控,lixk,lixk
192.168.7.15,ones-pms01,项目管理应用（ONES）,项目管理系统（ONES）,gongyl1&xingxj,lijl2
192.168.7.16,ones-pms02,项目管理应用（ONES）,项目管理系统（ONES）,gongyl1&xingxj,lijl2
192.168.7.129,ia-me-129,投研中台工作台-CMF.ME,基金-聚升投研平台,xiaj&huangchao,caiyg
172.18.6.101,ONES-Mysql-101,项目管理应用（ONES）,项目管理系统（ONES）,gongyl1&xingxj,lijl2
172.18.6.102,ONES-Mysql-102,项目管理应用（ONES）,项目管理系统（ONES）,gongyl1&xingxj,lijl2
172.18.6.109,CMFIFSPRD03,文件服务器,基金-文件共享系统,lijl2,lijl2
172.18.6.110,CMFIFSPRD04,文件服务器,基金-文件共享系统,lijl2,lijl2
172.18.6.104,Lofta-web,主TA清算服务&TA统一门户,基金-TA应用中间件子系统&基金-TA应用中间件子系统,lidj,lixk&ling
172.18.6.105,Lofta-server01,LOFTA清算服务,基金-LOFTA应用中间件子系统,lidj,lixk
172.18.6.107,RTP-Server01,统一头寸-CMF.position,基金-统一头寸,xiah&kongwt&yangjie,wangy2
172.18.6.108,RTP-Server02,统一头寸-CMF.position,基金-统一头寸,xiah&kongwt&yangjie,wangy2
192.168.7.14,SPM-Server01,禁限投池管理服务,基金-证券池管理系统,tuyun&huxm&ganq&fun&lincx,caiyg
192.168.7.88,SPM-Server02,禁限投池管理服务,基金-证券池管理系统,tuyun&huxm&ganq&fun&lincx,caiyg
172.18.6.114,CMF-UIMS02,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.6.115,CMF-UIMS03,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.6.116,CMF-UIMS04,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.6.117,CMF-UIMS05,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.6.113,CMF-UIMS01,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
192.168.2.97,CBP-Archive-Nginx,财富-标的管理nginx&财富-综合业务平台-档案服务nginx&财富-BASIC基础服务nginx&财富-综合业务平台-费用管理web&财富-综合业务平台-公共基础服务web&财富-多元投资平台-交易管理nginx&财富-综合业务平台-数字化运营-nginx&财富-综合业务平台-产品服务nginx&财富-公共-消息服务Nginx&财富-数据外发平台Nginx,财富-综合业务系统&财富-综合业务系统&财富-公共系统&财富-综合业务系统&财富-综合业务系统&财富-综合业务系统&财富-综合业务系统&财富-综合业务系统&财富-公共系统&财富-数据外发平台,wangzy&wangjf&zhongjc&zhangsk&zuotc&yuanmg,yangyn&wangy2
172.18.6.118,FAM-Nginx,统一头寸-CMF.position,基金-统一头寸,xiah&kongwt&yangjie,wangy2
172.18.6.119,ETF-Monitor-rpa,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.7.211,fsindex-rpa,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
172.18.7.58,LQT-Server02,盘古TA-零钱通清算服务&零钱通TA清算应用,基金-零钱通TA系统&基金-零钱通应用中间件子系统,lidj,lixk
192.168.6.5,DirectCounter-Server02,基金-直销柜台resin服务端应用&基金-直销柜台微服务应用,基金-直销柜台resin应用子系统&基金-直销柜台微服务子系统,lidj&yangxb,ling
192.168.6.4,DirectCounter-Server01,基金-直销柜台resin服务端应用&基金-直销柜台微服务应用,基金-直销柜台resin应用子系统&基金-直销柜台微服务子系统,lidj&yangxb,ling
172.18.6.150,FA-DZ,基金-外包FA4.5电子对账,基金-外包估值4.5系统,wuys,wuys
172.18.6.236,OEF-Auto02,恒生天鉴-自动化(FA),基金-恒生天鉴,liujy3&dengjl,liujy3&dengjl
192.168.7.3,UIMS-nginx,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
192.168.6.64,reportdownload-rpa01,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.6.117,reportdownload-rpa02,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
172.18.6.235,OEF-Auto01,恒生天鉴-自动化(FA),基金-恒生天鉴,liujy3&dengjl,liujy3&dengjl
172.18.6.237,MSCI-rpa02,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.7.4,CS-Robot-ext,智能在线客服机器人,基金-智能机器人在线客服系统,yangshuo,ling
192.168.7.10,Infodb-agent,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
192.168.6.208,AA-Server01,FOF研究管理Web,基金-资产配置系统,dengdr,ling
192.168.6.209,AA-Server02,FOF研究管理Web,基金-资产配置系统,dengdr,ling
172.18.6.239,mongo01b,FOF研究管理Web,基金-资产配置系统,dengdr,ling
172.18.6.238,mongo01a,FOF研究管理Web,基金-资产配置系统,dengdr,ling
192.168.26.31,CMWA-Sales-Redis01,财富-营销CRM应用,财富-营销CRM系统,ex-chenbq&wangjf&zuotc,yangyn&wangy2
192.168.26.32,CMWA-Sales-Redis02,财富-营销CRM应用,财富-营销CRM系统,ex-chenbq&wangjf&zuotc,yangyn&wangy2
192.168.26.33,CMWA-Sales-Redis03,财富-营销CRM应用,财富-营销CRM系统,ex-chenbq&wangjf&zuotc,yangyn&wangy2
172.18.6.241,qianlong-hq01,钱龙行情,基金-钱龙行情系统,linpc,linpc
172.18.6.242,qianlong-hq02,钱龙行情,基金-钱龙行情系统,linpc,linpc
192.168.2.70,DaocloudAPI-Nginx,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.22.153,CMDBAPI-Server,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
192.168.26.25,LibreOffice-Server,研报服务,基金-聚升投研平台,ganq,wangy2
192.168.22.81,AA-Nginx,FOF研究管理Web,基金-资产配置系统,dengdr,ling
172.18.6.244,FA-TJ-Auto02,恒生天鉴-自动化(FA),基金-恒生天鉴,liujy3&dengjl,liujy3&dengjl
172.18.6.245,FA-TJ-Auto01,恒生天鉴-自动化(FA),基金-恒生天鉴,liujy3&dengjl,liujy3&dengjl
192.168.26.44,ia-fis01,固收投研,基金-固收投研系统,xiaj&luoh&yangyi&liaoqw&fun,wangy2&caiyg
192.168.26.45,ia-qbfc,QB数据网关,基金-固收投研系统,luoh,caiyg
192.168.7.71,Investreport,研报服务,基金-聚升投研平台,ganq,wangy2
192.168.6.68,ADSVR03,AD活动目录&打印服务器,基金-AD域系统&基金-文印系统,lijl2,lijl2
192.168.7.209,CMFWPRDKMS01,KMS Windows自动激活,基金-KMS-Windows批量激活系统,lijl2,lijl2
192.168.6.30,ADSVR02,AD活动目录,基金-AD域系统,lijl2,lijl2
172.18.3.49,CMFIPRDDC01,AD活动目录,基金-AD域系统,lijl2,lijl2
192.168.6.144,CMFEXCPRD01,exchange邮件,基金-邮件系统,lijl2,lijl2
192.168.6.192,CMFEXCPRD02,exchange邮件,基金-邮件系统,lijl2,lijl2
172.18.3.50,CMFIPRDDC02,AD活动目录,基金-AD域系统,lijl2,lijl2
192.168.6.63,CMFEEEAPRD03,邮件归档,基金-邮件系统,lijl2,lijl2
172.18.6.246,DataLink-Web,基金-数据湖部署集群,基金-数据湖,zhucj&liweijie,wangy2&zhucj&liweijie
192.168.26.54,Cost-Management,财富-综合业务平台-费用管理server&财富-综合业务平台-费用管理web,财富-综合业务系统&财富-综合业务系统,wangzy,wangy2
192.168.26.55,Data-accounting,财富-综合业务平台-公共基础服务server&财富-综合业务平台-公共基础服务web,财富-综合业务系统&财富-综合业务系统,wangzy&wangjf,wangy2
192.168.26.46,ia-fis02,固收投研,基金-固收投研系统,xiaj&luoh&yangyi&liaoqw&fun,wangy2&caiyg
192.168.224.54,dce-ext-prd-w05,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.50,dce-ext-prd-w01,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.53,dce-ext-prd-w04,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.51,dce-ext-prd-w02,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
172.18.7.20,HSFIX-connect01,FIX引擎前置应用,场外交易-交易网关,xiaj&kongwt&luoh&huxm&huangym,caiyg
172.18.7.21,HSFIX-connect02,FIX引擎前置应用,场外交易-交易网关,xiaj&kongwt&luoh&huxm&huangym,caiyg
172.18.7.22,CMWA-KUANTU,恒生O32宽途应用,恒生O32宽途客户端系统,xukw,xukw
192.168.26.53,CMWA-SalesService,财富-数据外发平台server,财富-数据外发平台,zhongjc,yangyn&wangy2&zhongjc
172.18.0.166,TAQSSERVER,基金-2.5公募报文应用&基金-公募估值2.5应用&基金-QDII信息披露报表&基金-TA资金清算TOMCAT应用,基金-2.5公募报文系统&基金-公募估值2.5系统&基金-QDII信息披露报表&基金-TA资金清算系统应用服务器,wuys,liuyu&zhouyao&wuys
192.168.26.40,SF-Front,顺丰前置机,基金-KM系统,kongwt,wangy2
192.168.26.29,DevOps-Server03,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
192.168.26.28,DevOps-Server02,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
192.168.26.27,DevOps-Server01,朱雀一体化运维,基金-朱雀一体化运维系统,wangy2,wangy2
172.18.7.25,XSB-HQ,新三板行情网关应用&新三板交易网关应用,基金-深证通平台&基金-深证通平台,xukw,xukw
172.18.7.26,XSB-JY,新三板行情网关应用&新三板交易网关应用,基金-深证通平台&基金-深证通平台,xukw,xukw
172.18.7.27,XSB-CCNET,新三板结算网关,基金-深证通平台,,linpc
172.18.7.37,HS-BrokerFC01,恒生O32-融资融券&恒生O32券商报盘转换机应用&恒生O32券商分仓AR应用&恒生O32券商报盘前置机应用,恒生O32券商分仓系统&恒生O32券商分仓系统&恒生O32券商分仓系统&恒生O32券商分仓系统,liujy3&xukw,liujy3&xukw
172.18.7.38,HS-BrokerFC02,恒生O32券商报盘转换机应用&恒生O32券商分仓AR应用&恒生O32券商报盘前置机应用,恒生O32券商分仓系统&恒生O32券商分仓系统&恒生O32券商分仓系统,liujy3&xukw,liujy3&xukw
192.168.6.26,ChanelFile-Download,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.26.58,FA-Eduity-Platfrom,FA权益应用,基金-FA权益系统,xiaj,caiyg
172.18.7.33,AIGO-Trade01,恒生O32-华创算法&恒生O32算法转换机,恒生O32算法交易系统&恒生O32算法交易系统,xukw,liujy3&xukw&dengjl
172.18.7.34,AIGO-Trade02,恒生O32-华创算法,恒生O32算法交易系统,xukw,liujy3&xukw&dengjl
172.18.0.156,DD虚拟带库,DD虚拟带库,TSM备份系统,denglm,denglm
192.168.6.20,绿盟IPS入侵防御系统,IPS入侵防御系统,IPS,zhaolh,zhaolh
192.168.6.18,CS-rpa,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
172.18.3.91,EMC-VNX5800-WX01,存储系统,存储系统,caiyg,caiyg
172.18.3.92,EMC VNX5800-WX02,存储系统,存储系统,caiyg,caiyg
172.18.0.89,EMC-VNX5200-CMWA01,存储系统,存储系统,caiyg,caiyg
172.18.0.90,EMC-VNX5200-CMWA02,存储系统,存储系统,caiyg,caiyg
172.18.1.103,EMC-VNX5200-WX01,存储系统,存储系统,caiyg,caiyg
172.18.1.104,EMC-VNX5200-WX02,存储系统,存储系统,caiyg,caiyg
172.18.3.31,EMC-VNX5800-PBS01,存储系统,存储系统,caiyg,caiyg
172.18.3.32,EMC-VNX5800-PBS02,存储系统,存储系统,caiyg,caiyg
172.18.3.188,EMC-Unity600F-WX,存储系统,存储系统,caiyg,caiyg
172.18.4.90,EMC-Unity650F-PBS,存储系统,存储系统,caiyg,caiyg
172.18.0.81,EMC-VPLEX01-WX,存储系统,存储系统,caiyg,caiyg
172.18.0.80,EMC-VPLEX02-WX,存储系统,存储系统,caiyg,caiyg
172.18.0.18,EMC-DS6510-18,存储系统,存储系统,caiyg,caiyg
172.18.0.19,EMC-DS6510-19,存储系统,存储系统,caiyg,caiyg
172.18.0.126,EMC-DS6510-126,存储系统,存储系统,caiyg,caiyg
172.18.0.127,EMC-DS6510-127,存储系统,存储系统,caiyg,caiyg
172.18.3.150,EMC-DS6510-150,存储系统,存储系统,caiyg,caiyg
172.18.3.151,EMC-DS6510-151,存储系统,存储系统,caiyg,caiyg
172.18.3.93,EMC-DS6510-93,存储系统,存储系统,caiyg,caiyg
172.18.3.94,EMC-DS6510-94,存储系统,存储系统,caiyg,caiyg
172.18.4.71,EMC-DS6510-71,存储系统,存储系统,caiyg,caiyg
172.18.4.72,EMC-DS6510-72,存储系统,存储系统,caiyg,caiyg
172.18.4.75,EMC-DS6510-75,存储系统,存储系统,caiyg,caiyg
172.18.4.76,EMC-DS6510-76,存储系统,存储系统,caiyg,caiyg
172.18.4.77,EMC-DS6520-77,存储系统,存储系统,caiyg,caiyg
172.18.4.78,EMC-DS6520-78,存储系统,存储系统,caiyg,caiyg
192.168.5.109,veeam01,虚拟机备份系统,虚拟机备份系统,caiyg,caiyg
192.168.5.94,veeam04,虚拟机备份系统,虚拟机备份系统,caiyg,caiyg
192.168.5.135,veeam05,虚拟机备份系统,虚拟机备份系统,caiyg,caiyg
192.168.5.168,veeam06,虚拟机备份系统,虚拟机备份系统,caiyg,caiyg
172.18.6.88,veeam07,虚拟机备份系统,虚拟机备份系统,caiyg,caiyg
172.18.6.38,veeam08,虚拟机备份系统,虚拟机备份系统,caiyg,caiyg
192.168.26.68,BeizhiAssess-Front,倍智前置机,基金-人力资源管理系统,kongwt,wangy2
192.168.22.34,CMWA-Assit-Nginx01,财富-招财通信息系统接入服务&财富-招财通-机构业务Nginx&财富-招财通信息接入服务(资产端),财富-招财通信息系统&财富-招财通-机构业务系统&财富-招财通信息系统,ex-chenbq&wangjf&zhangsk&zuotc,wangy2
192.168.22.35,CMWA-Assit-Nginx02,财富-招财通信息系统接入服务&财富-招财通-机构业务Nginx&财富-招财通信息接入服务(资产端),财富-招财通信息系统&财富-招财通-机构业务系统&财富-招财通信息系统,ex-chenbq&wangjf&zhangsk&zuotc,wangy2
192.168.26.42,CMWA-Assit-Resin01,财富-招财通信息系统应用服务,财富-招财通信息系统,zhangsk&qiucw&yuanmg,yangyn&wangy2
192.168.26.43,CMWA-Assit-Resin02,财富-招财通信息系统应用服务,财富-招财通信息系统,zhangsk&qiucw&yuanmg,yangyn&wangy2
192.168.224.21,VDS-EXT01,基金-虚拟化桌面,基金-虚拟化桌面,caiyg,caiyg
192.168.224.22,VDS-EXT02,基金-虚拟化桌面,基金-虚拟化桌面,caiyg,caiyg
192.168.224.23,VDS-EXT03,基金-虚拟化桌面,基金-虚拟化桌面,caiyg,caiyg
192.168.22.37,IA-Front,IA-前端资源,基金-聚升投研平台,xiaj&tuyun&guocw&luoh&huxm&dengdr&ganq&liaoqw&fun&lincx&ex-yanyy,wangy2
172.18.7.29,FIX-Trans,恒生O32-FIX应用,恒生O32-FIX系统,xukw,xukw
172.18.7.42,HS-SF-AR01,恒生O32算法路由,恒生O32算法交易系统,xukw,xukw
172.18.7.43,HS-SF-AR02,恒生O32算法转换机,恒生O32算法交易系统,xukw,xukw
192.168.26.95,CMWA-ZNJD-app,财富-智能尽调应用&财富-主体全视图应用&财富-营销准入问答库server,财富-智能尽调系统&财富-主体全视图&财富-营销统一门户,yangx1&zhongjc&licc&linbh,wangy2&zhongjc
192.168.26.96,CMWA-ZNJD-Nginx,财富-智能尽调应用&财富-智能尽调前端应用,财富-智能尽调系统&财富-智能尽调系统,licc,wangy2
192.168.26.57,CMWA-libreoffice,财富-综合业务平台-公共libreoffice,财富-综合业务系统,wangjf,wangy2
192.168.224.52,dce-ext-prd-w03,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.60,dce-ext-prd-w11,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.62,dce-ext-prd-w13,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.61,dce-ext-prd-w12,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.63,dce-ext-prd-w14,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.64,dce-ext-prd-w15,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.57,dce-ext-prd-w08,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.55,dce-ext-prd-w06,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.56,dce-ext-prd-w07,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.58,dce-ext-prd-w09,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.224.59,dce-ext-prd-w10,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
8.8.3.17,CMFDC-DB02_3,CMFDC数据库,生产环境ORACLE数据库,xieys,xieys&liup1
8.8.3.15,CMFDC-DB01,CMFDC数据库,生产环境ORACLE数据库,xieys,xieys&liup1
192.168.26.48,cmwa-map-kafka02,财富-风险绩效管理web&财富-多元投资平台公共消息组件kafka,财富-风控系统&财富-多元投资平台公共中间件,zhangsk&yuanmg,wangy2
192.168.26.50,cmwa-map-redis01,财富-多元投资平台公共redis&财富-风险绩效管理web,财富-多元投资平台公共中间件&财富-风控系统,zhangsk&yuanmg,wangy2
192.168.26.47,cmwa-map-kafka01,财富-风险绩效管理web&财富-多元投资平台公共消息组件kafka,财富-风控系统&财富-多元投资平台公共中间件,zhangsk&yuanmg,wangy2
192.168.26.52,cmwa-map-redis03,财富-多元投资平台公共redis&财富-风险绩效管理web,财富-多元投资平台公共中间件&财富-风控系统,zhangsk&yuanmg,wangy2
192.168.26.51,cmwa-map-redis02,财富-多元投资平台公共redis&财富-风险绩效管理web,财富-多元投资平台公共中间件&财富-风控系统,zhangsk&yuanmg,wangy2
192.168.26.49,cmwa-map-kafka03,财富-风险绩效管理web&财富-多元投资平台公共消息组件kafka,财富-风控系统&财富-多元投资平台公共中间件,zhangsk&yuanmg,wangy2
172.18.7.49,HS-SF-AR03,恒生O32算法路由,恒生O32算法交易系统,xukw,xukw
192.168.7.162,Fin-SPDB-Front,自有资金投资管理系统-CMF.OCI,基金-自有资金管理系统,xud,wangy2
172.18.0.38,DCOM-Server,D-COM,基金-深圳登记结算终端,linpc,linpc
172.18.7.40,SHBP,上交所报盘EzOES,基金-上交所相关,xukw,linpc&xukw
